rsi_period,overbought,oversold,wait_period,stop_loss_pct,take_profit_pct,Sharpe Ratio,Annualized Return (%),Max Drawdown (%),Win Rate (%),Profit Factor,Total Trades,debt
16,90,30,0,0.01,0.03,-0.6760692709613424,-7.376738036427277,-5.679047602926212,51.61290322580645,0.8693232879510869,31,0.0
16,90,30,0,0.02,0.07,-0.6760692709613424,-7.376738036427277,-5.679047602926212,51.61290322580645,0.8693232879510869,31,0.0
16,90,30,0,0.03,0.07,-0.6760692709613424,-7.376738036427277,-5.679047602926212,51.61290322580645,0.8693232879510869,31,0.0
16,90,30,0,0.03,0.05,-0.6760692709613424,-7.376738036427277,-5.679047602926212,51.61290322580645,0.8693232879510869,31,0.0
16,90,30,0,0.03,0.03,-0.6760692709613424,-7.376738036427277,-5.679047602926212,51.61290322580645,0.8693232879510869,31,0.0
16,90,30,0,0.01,0.05,-0.6760692709613424,-7.376738036427277,-5.679047602926212,51.61290322580645,0.8693232879510869,31,0.0
16,90,30,0,0.02,0.05,-0.6760692709613424,-7.376738036427277,-5.679047602926212,51.61290322580645,0.8693232879510869,31,0.0
16,90,30,0,0.01,0.07,-0.6760692709613424,-7.376738036427277,-5.679047602926212,51.61290322580645,0.8693232879510869,31,0.0
16,90,30,0,0.02,0.03,-0.6760692709613424,-7.376738036427277,-5.679047602926212,51.61290322580645,0.8693232879510869,31,0.0
14,90,25,5,0.02,0.05,-0.9515788085212209,-8.466325251414297,-5.146077005448608,48.57142857142857,0.8594742384422098,35,0.0
14,90,25,5,0.03,0.07,-0.9515788085212209,-8.466325251414297,-5.146077005448608,48.57142857142857,0.8594742384422098,35,0.0
14,90,25,5,0.03,0.05,-0.9515788085212209,-8.466325251414297,-5.146077005448608,48.57142857142857,0.8594742384422098,35,0.0
14,90,25,5,0.03,0.03,-0.9515788085212209,-8.466325251414297,-5.146077005448608,48.57142857142857,0.8594742384422098,35,0.0
14,90,25,5,0.02,0.07,-0.9515788085212209,-8.466325251414297,-5.146077005448608,48.57142857142857,0.8594742384422098,35,0.0
14,90,25,5,0.02,0.03,-0.9515788085212209,-8.466325251414297,-5.146077005448608,48.57142857142857,0.8594742384422098,35,0.0
14,90,25,5,0.01,0.05,-0.9515788085212209,-8.466325251414297,-5.146077005448608,48.57142857142857,0.8594742384422098,35,0.0
14,90,25,5,0.01,0.03,-0.9515788085212209,-8.466325251414297,-5.146077005448608,48.57142857142857,0.8594742384422098,35,0.0
14,90,25,5,0.01,0.07,-0.9515788085212209,-8.466325251414297,-5.146077005448608,48.57142857142857,0.8594742384422098,35,0.0
14,90,30,0,0.02,0.05,-1.0266972880112204,-10.367160486444094,-6.009411603208444,46.666666666666664,0.853585548548814,45,0.0
14,90,30,0,0.01,0.03,-1.0266972880112204,-10.367160486444094,-6.009411603208444,46.666666666666664,0.853585548548814,45,0.0
14,90,30,0,0.01,0.05,-1.0266972880112204,-10.367160486444094,-6.009411603208444,46.666666666666664,0.853585548548814,45,0.0
14,90,30,0,0.01,0.07,-1.0266972880112204,-10.367160486444094,-6.009411603208444,46.666666666666664,0.853585548548814,45,0.0
14,90,30,0,0.02,0.03,-1.0266972880112204,-10.367160486444094,-6.009411603208444,46.666666666666664,0.853585548548814,45,0.0
14,90,30,0,0.02,0.07,-1.0266972880112204,-10.367160486444094,-6.009411603208444,46.666666666666664,0.853585548548814,45,0.0
14,90,30,0,0.03,0.03,-1.0266972880112204,-10.367160486444094,-6.009411603208444,46.666666666666664,0.853585548548814,45,0.0
14,90,30,0,0.03,0.07,-1.0266972880112204,-10.367160486444094,-6.009411603208444,46.666666666666664,0.853585548548814,45,0.0
14,90,30,0,0.03,0.05,-1.0266972880112204,-10.367160486444094,-6.009411603208444,46.666666666666664,0.853585548548814,45,0.0
16,90,25,0,0.02,0.07,-1.1857966331349312,-11.810453158205615,-5.754132741594853,48.484848484848484,0.8234397787442946,33,0.0
16,90,25,0,0.01,0.03,-1.1857966331349312,-11.810453158205615,-5.754132741594853,48.484848484848484,0.8234397787442946,33,0.0
16,90,25,0,0.03,0.07,-1.1857966331349312,-11.810453158205615,-5.754132741594853,48.484848484848484,0.8234397787442946,33,0.0
16,90,25,0,0.03,0.03,-1.1857966331349312,-11.810453158205615,-5.754132741594853,48.484848484848484,0.8234397787442946,33,0.0
16,90,25,0,0.03,0.05,-1.1857966331349312,-11.810453158205615,-5.754132741594853,48.484848484848484,0.8234397787442946,33,0.0
16,90,25,0,0.02,0.05,-1.1857966331349312,-11.810453158205615,-5.754132741594853,48.484848484848484,0.8234397787442946,33,0.0
16,90,25,0,0.02,0.03,-1.1857966331349312,-11.810453158205615,-5.754132741594853,48.484848484848484,0.8234397787442946,33,0.0
16,90,25,0,0.01,0.07,-1.1857966331349312,-11.810453158205615,-5.754132741594853,48.484848484848484,0.8234397787442946,33,0.0
16,90,25,0,0.01,0.05,-1.1857966331349312,-11.810453158205615,-5.754132741594853,48.484848484848484,0.8234397787442946,33,0.0
14,90,25,0,0.01,0.05,-1.9370987231084715,-17.844315583092353,-6.252108653479513,46.51162790697674,0.7420502428508663,43,0.0
14,90,25,0,0.03,0.07,-1.9370987231084715,-17.844315583092353,-6.252108653479513,46.51162790697674,0.7420502428508663,43,0.0
14,90,25,0,0.03,0.05,-1.9370987231084715,-17.844315583092353,-6.252108653479513,46.51162790697674,0.7420502428508663,43,0.0
14,90,25,0,0.03,0.03,-1.9370987231084715,-17.844315583092353,-6.252108653479513,46.51162790697674,0.7420502428508663,43,0.0
14,90,25,0,0.02,0.07,-1.9370987231084715,-17.844315583092353,-6.252108653479513,46.51162790697674,0.7420502428508663,43,0.0
14,90,25,0,0.02,0.05,-1.9370987231084715,-17.844315583092353,-6.252108653479513,46.51162790697674,0.7420502428508663,43,0.0
14,90,25,0,0.02,0.03,-1.9370987231084715,-17.844315583092353,-6.252108653479513,46.51162790697674,0.7420502428508663,43,0.0
14,90,25,0,0.01,0.07,-1.9370987231084715,-17.844315583092353,-6.252108653479513,46.51162790697674,0.7420502428508663,43,0.0
14,90,25,0,0.01,0.03,-1.9370987231084715,-17.844315583092353,-6.252108653479513,46.51162790697674,0.7420502428508663,43,0.0
16,80,30,5,0.03,0.05,-2.2060860174119195,-17.53095402401269,-5.021027245400557,55.769230769230774,0.7857884858760649,104,0.0
16,80,30,5,0.03,0.07,-2.2060860174119195,-17.53095402401269,-5.021027245400557,55.769230769230774,0.7857884858760649,104,0.0
16,80,30,5,0.01,0.03,-2.2060860174119195,-17.53095402401269,-5.021027245400557,55.769230769230774,0.7857884858760649,104,0.0
16,80,30,5,0.01,0.05,-2.2060860174119195,-17.53095402401269,-5.021027245400557,55.769230769230774,0.7857884858760649,104,0.0
16,80,30,5,0.01,0.07,-2.2060860174119195,-17.53095402401269,-5.021027245400557,55.769230769230774,0.7857884858760649,104,0.0
16,80,30,5,0.02,0.03,-2.2060860174119195,-17.53095402401269,-5.021027245400557,55.769230769230774,0.7857884858760649,104,0.0
16,80,30,5,0.02,0.05,-2.2060860174119195,-17.53095402401269,-5.021027245400557,55.769230769230774,0.7857884858760649,104,0.0
16,80,30,5,0.02,0.07,-2.2060860174119195,-17.53095402401269,-5.021027245400557,55.769230769230774,0.7857884858760649,104,0.0
16,80,30,5,0.03,0.03,-2.2060860174119195,-17.53095402401269,-5.021027245400557,55.769230769230774,0.7857884858760649,104,0.0
16,80,25,5,0.01,0.05,-3.1664292301332075,-22.3197675998027,-5.789747784041993,55.434782608695656,0.6991517029982337,92,0.0
16,80,25,5,0.03,0.07,-3.1664292301332075,-22.3197675998027,-5.789747784041993,55.434782608695656,0.6991517029982337,92,0.0
16,80,25,5,0.03,0.05,-3.1664292301332075,-22.3197675998027,-5.789747784041993,55.434782608695656,0.6991517029982337,92,0.0
16,80,25,5,0.03,0.03,-3.1664292301332075,-22.3197675998027,-5.789747784041993,55.434782608695656,0.6991517029982337,92,0.0
16,80,25,5,0.02,0.07,-3.1664292301332075,-22.3197675998027,-5.789747784041993,55.434782608695656,0.6991517029982337,92,0.0
16,80,25,5,0.02,0.05,-3.1664292301332075,-22.3197675998027,-5.789747784041993,55.434782608695656,0.6991517029982337,92,0.0
16,80,25,5,0.02,0.03,-3.1664292301332075,-22.3197675998027,-5.789747784041993,55.434782608695656,0.6991517029982337,92,0.0
16,80,25,5,0.01,0.07,-3.1664292301332075,-22.3197675998027,-5.789747784041993,55.434782608695656,0.6991517029982337,92,0.0
16,80,25,5,0.01,0.03,-3.1664292301332075,-22.3197675998027,-5.789747784041993,55.434782608695656,0.6991517029982337,92,0.0
14,80,25,5,0.01,0.03,-3.4701602939664964,-24.646214153102918,-7.241927190708129,56.91056910569105,0.6969476532786175,123,0.0
14,80,25,5,0.02,0.05,-3.4701602939664964,-24.646214153102918,-7.241927190708129,56.91056910569105,0.6969476532786175,123,0.0
14,80,25,5,0.01,0.05,-3.4701602939664964,-24.646214153102918,-7.241927190708129,56.91056910569105,0.6969476532786175,123,0.0
14,80,25,5,0.01,0.07,-3.4701602939664964,-24.646214153102918,-7.241927190708129,56.91056910569105,0.6969476532786175,123,0.0
14,80,25,5,0.02,0.03,-3.4701602939664964,-24.646214153102918,-7.241927190708129,56.91056910569105,0.6969476532786175,123,0.0
14,80,25,5,0.02,0.07,-3.4701602939664964,-24.646214153102918,-7.241927190708129,56.91056910569105,0.6969476532786175,123,0.0
14,80,25,5,0.03,0.03,-3.4701602939664964,-24.646214153102918,-7.241927190708129,56.91056910569105,0.6969476532786175,123,0.0
14,80,25,5,0.03,0.07,-3.4701602939664964,-24.646214153102918,-7.241927190708129,56.91056910569105,0.6969476532786175,123,0.0
14,80,25,5,0.03,0.05,-3.4701602939664964,-24.646214153102918,-7.241927190708129,56.91056910569105,0.6969476532786175,123,0.0
14,80,30,5,0.03,0.07,-3.5107736631023156,-25.930977054326387,-7.781145732920226,53.333333333333336,0.7005910971712964,135,0.0
14,80,30,5,0.01,0.03,-3.5107736631023156,-25.930977054326387,-7.781145732920226,53.333333333333336,0.7005910971712964,135,0.0
14,80,30,5,0.03,0.05,-3.5107736631023156,-25.930977054326387,-7.781145732920226,53.333333333333336,0.7005910971712964,135,0.0
14,80,30,5,0.03,0.03,-3.5107736631023156,-25.930977054326387,-7.781145732920226,53.333333333333336,0.7005910971712964,135,0.0
14,80,30,5,0.02,0.07,-3.5107736631023156,-25.930977054326387,-7.781145732920226,53.333333333333336,0.7005910971712964,135,0.0
14,80,30,5,0.02,0.05,-3.5107736631023156,-25.930977054326387,-7.781145732920226,53.333333333333336,0.7005910971712964,135,0.0
14,80,30,5,0.02,0.03,-3.5107736631023156,-25.930977054326387,-7.781145732920226,53.333333333333336,0.7005910971712964,135,0.0
14,80,30,5,0.01,0.07,-3.5107736631023156,-25.930977054326387,-7.781145732920226,53.333333333333336,0.7005910971712964,135,0.0
14,80,30,5,0.01,0.05,-3.5107736631023156,-25.930977054326387,-7.781145732920226,53.333333333333336,0.7005910971712964,135,0.0
16,80,30,0,0.01,0.07,-4.219263180376164,-31.367401419355446,-8.372550307763655,47.199999999999996,0.6581408401727636,125,0.0
16,80,30,0,0.01,0.05,-4.219263180376164,-31.367401419355446,-8.372550307763655,47.199999999999996,0.6581408401727636,125,0.0
16,80,30,0,0.02,0.03,-4.219263180376164,-31.367401419355446,-8.372550307763655,47.199999999999996,0.6581408401727636,125,0.0
16,80,30,0,0.02,0.05,-4.219263180376164,-31.367401419355446,-8.372550307763655,47.199999999999996,0.6581408401727636,125,0.0
16,80,30,0,0.02,0.07,-4.219263180376164,-31.367401419355446,-8.372550307763655,47.199999999999996,0.6581408401727636,125,0.0
16,80,30,0,0.03,0.03,-4.219263180376164,-31.367401419355446,-8.372550307763655,47.199999999999996,0.6581408401727636,125,0.0
16,80,30,0,0.03,0.05,-4.219263180376164,-31.367401419355446,-8.372550307763655,47.199999999999996,0.6581408401727636,125,0.0
16,80,30,0,0.03,0.07,-4.219263180376164,-31.367401419355446,-8.372550307763655,47.199999999999996,0.6581408401727636,125,0.0
16,80,30,0,0.01,0.03,-4.219263180376164,-31.367401419355446,-8.372550307763655,47.199999999999996,0.6581408401727636,125,0.0
16,80,25,0,0.02,0.03,-4.3076146764286225,-30.0801908286075,-8.013702371757505,54.54545454545454,0.641931587890436,110,0.0
16,80,25,0,0.03,0.07,-4.3076146764286225,-30.0801908286075,-8.013702371757505,54.54545454545454,0.641931587890436,110,0.0
16,80,25,0,0.03,0.05,-4.3076146764286225,-30.0801908286075,-8.013702371757505,54.54545454545454,0.641931587890436,110,0.0
16,80,25,0,0.03,0.03,-4.3076146764286225,-30.0801908286075,-8.013702371757505,54.54545454545454,0.641931587890436,110,0.0
16,80,25,0,0.02,0.07,-4.3076146764286225,-30.0801908286075,-8.013702371757505,54.54545454545454,0.641931587890436,110,0.0
16,80,25,0,0.02,0.05,-4.3076146764286225,-30.0801908286075,-8.013702371757505,54.54545454545454,0.641931587890436,110,0.0
16,80,25,0,0.01,0.07,-4.3076146764286225,-30.0801908286075,-8.013702371757505,54.54545454545454,0.641931587890436,110,0.0
16,80,25,0,0.01,0.05,-4.3076146764286225,-30.0801908286075,-8.013702371757505,54.54545454545454,0.641931587890436,110,0.0
16,80,25,0,0.01,0.03,-4.3076146764286225,-30.0801908286075,-8.013702371757505,54.54545454545454,0.641931587890436,110,0.0
12,80,25,5,0.03,0.03,-4.5700490319451115,-30.233663873427773,-9.404371334958798,47.647058823529406,0.6602911458970637,170,0.0
12,80,25,5,0.02,0.07,-4.5700490319451115,-30.233663873427773,-9.404371334958798,47.647058823529406,0.6602911458970637,170,0.0
12,80,25,5,0.02,0.05,-4.5700490319451115,-30.233663873427773,-9.404371334958798,47.647058823529406,0.6602911458970637,170,0.0
12,80,25,5,0.02,0.03,-4.5700490319451115,-30.233663873427773,-9.404371334958798,47.647058823529406,0.6602911458970637,170,0.0
12,80,25,5,0.01,0.07,-4.5700490319451115,-30.233663873427773,-9.404371334958798,47.647058823529406,0.6602911458970637,170,0.0
12,80,25,5,0.01,0.03,-4.5700490319451115,-30.233663873427773,-9.404371334958798,47.647058823529406,0.6602911458970637,170,0.0
12,80,25,5,0.01,0.05,-4.5700490319451115,-30.233663873427773,-9.404371334958798,47.647058823529406,0.6602911458970637,170,0.0
12,80,25,5,0.03,0.05,-4.5700490319451115,-30.233663873427773,-9.404371334958798,47.647058823529406,0.6602911458970637,170,0.0
12,80,25,5,0.03,0.07,-4.5700490319451115,-30.233663873427773,-9.404371334958798,47.647058823529406,0.6602911458970637,170,0.0
14,80,25,0,0.03,0.05,-5.2043456774885595,-35.069725385360314,-10.336019226805778,55.55555555555556,0.5954718481104608,144,0.0
14,80,25,0,0.03,0.03,-5.2043456774885595,-35.069725385360314,-10.336019226805778,55.55555555555556,0.5954718481104608,144,0.0
14,80,25,0,0.01,0.05,-5.2043456774885595,-35.069725385360314,-10.336019226805778,55.55555555555556,0.5954718481104608,144,0.0
14,80,25,0,0.01,0.07,-5.2043456774885595,-35.069725385360314,-10.336019226805778,55.55555555555556,0.5954718481104608,144,0.0
14,80,25,0,0.02,0.03,-5.2043456774885595,-35.069725385360314,-10.336019226805778,55.55555555555556,0.5954718481104608,144,0.0
14,80,25,0,0.02,0.05,-5.2043456774885595,-35.069725385360314,-10.336019226805778,55.55555555555556,0.5954718481104608,144,0.0
14,80,25,0,0.01,0.03,-5.2043456774885595,-35.069725385360314,-10.336019226805778,55.55555555555556,0.5954718481104608,144,0.0
14,80,25,0,0.03,0.07,-5.2043456774885595,-35.069725385360314,-10.336019226805778,55.55555555555556,0.5954718481104608,144,0.0
14,80,25,0,0.02,0.07,-5.2043456774885595,-35.069725385360314,-10.336019226805778,55.55555555555556,0.5954718481104608,144,0.0
12,80,25,0,0.01,0.07,-5.7441857183335845,-38.39781819488843,-10.820099148293002,45.893719806763286,0.6226009246436002,207,0.0
12,80,25,0,0.02,0.05,-5.7441857183335845,-38.39781819488843,-10.820099148293002,45.893719806763286,0.6226009246436002,207,0.0
12,80,25,0,0.02,0.07,-5.7441857183335845,-38.39781819488843,-10.820099148293002,45.893719806763286,0.6226009246436002,207,0.0
12,80,25,0,0.03,0.03,-5.7441857183335845,-38.39781819488843,-10.820099148293002,45.893719806763286,0.6226009246436002,207,0.0
12,80,25,0,0.03,0.05,-5.7441857183335845,-38.39781819488843,-10.820099148293002,45.893719806763286,0.6226009246436002,207,0.0
12,80,25,0,0.03,0.07,-5.7441857183335845,-38.39781819488843,-10.820099148293002,45.893719806763286,0.6226009246436002,207,0.0
12,80,25,0,0.02,0.03,-5.7441857183335845,-38.39781819488843,-10.820099148293002,45.893719806763286,0.6226009246436002,207,0.0
12,80,25,0,0.01,0.05,-5.7441857183335845,-38.39781819488843,-10.820099148293002,45.893719806763286,0.6226009246436002,207,0.0
12,80,25,0,0.01,0.03,-5.7441857183335845,-38.39781819488843,-10.820099148293002,45.893719806763286,0.6226009246436002,207,0.0
14,80,30,0,0.03,0.07,-5.922978133406092,-39.87592941327529,-11.522226199338501,45.67901234567901,0.5640017045009096,162,0.0
14,80,30,0,0.03,0.05,-5.922978133406092,-39.87592941327529,-11.522226199338501,45.67901234567901,0.5640017045009096,162,0.0
14,80,30,0,0.03,0.03,-5.922978133406092,-39.87592941327529,-11.522226199338501,45.67901234567901,0.5640017045009096,162,0.0
14,80,30,0,0.02,0.07,-5.922978133406092,-39.87592941327529,-11.522226199338501,45.67901234567901,0.5640017045009096,162,0.0
14,80,30,0,0.02,0.05,-5.922978133406092,-39.87592941327529,-11.522226199338501,45.67901234567901,0.5640017045009096,162,0.0
14,80,30,0,0.02,0.03,-5.922978133406092,-39.87592941327529,-11.522226199338501,45.67901234567901,0.5640017045009096,162,0.0
14,80,30,0,0.01,0.07,-5.922978133406092,-39.87592941327529,-11.522226199338501,45.67901234567901,0.5640017045009096,162,0.0
14,80,30,0,0.01,0.05,-5.922978133406092,-39.87592941327529,-11.522226199338501,45.67901234567901,0.5640017045009096,162,0.0
14,80,30,0,0.01,0.03,-5.922978133406092,-39.87592941327529,-11.522226199338501,45.67901234567901,0.5640017045009096,162,0.0
12,80,30,5,0.01,0.03,-6.142500483605027,-39.121452017560884,-11.25240592572441,43.646408839779006,0.576518841397113,181,0.0
12,80,30,5,0.03,0.07,-6.142500483605027,-39.121452017560884,-11.25240592572441,43.646408839779006,0.576518841397113,181,0.0
12,80,30,5,0.03,0.05,-6.142500483605027,-39.121452017560884,-11.25240592572441,43.646408839779006,0.576518841397113,181,0.0
12,80,30,5,0.03,0.03,-6.142500483605027,-39.121452017560884,-11.25240592572441,43.646408839779006,0.576518841397113,181,0.0
12,80,30,5,0.01,0.05,-6.142500483605027,-39.121452017560884,-11.25240592572441,43.646408839779006,0.576518841397113,181,0.0
12,80,30,5,0.02,0.05,-6.142500483605027,-39.121452017560884,-11.25240592572441,43.646408839779006,0.576518841397113,181,0.0
12,80,30,5,0.02,0.03,-6.142500483605027,-39.121452017560884,-11.25240592572441,43.646408839779006,0.576518841397113,181,0.0
12,80,30,5,0.01,0.07,-6.142500483605027,-39.121452017560884,-11.25240592572441,43.646408839779006,0.576518841397113,181,0.0
12,80,30,5,0.02,0.07,-6.142500483605027,-39.121452017560884,-11.25240592572441,43.646408839779006,0.576518841397113,181,0.0
12,80,30,0,0.01,0.03,-6.954985152807742,-45.39987218969069,-12.929157747836314,42.410714285714285,0.5610615811683723,224,0.0
